participant_id,episode_index,episode_phase,policy_id,policy_short,n_rounds,total_dishes,mean_dishes_per_round,total_human_steps,human_steps_per_dish,ai_steps,team_reward_score,human_reward_score,ai_reward_score,mental_demand,performance_score
Thinpath_P06,6,bo,[coplay][flexible][thinpath]agent0_a0sp_0_helping0_True_gamma0.9,a0sp_0_helping0_True_gamma0.9,3,17.0,5.666666666666667,426.0,25.058823529411764,149.0,1105.6666666666667,628.0,477.6666666666667,8.0,17.0
Thinpath_P06,7,bo,[coplay][flexible][thinpath]agent0_a0sp_0_helping0_False_gamma0.8,a0sp_0_helping0_False_gamma0.8,3,8.0,2.6666666666666665,282.0,35.25,99.0,457.0,346.0,111.0,17.0,3.0
Thinpath_P06,9,bo,[coplay][flexible][thinpath]agent0_a0sp_3_helping0_True_gamma0.95,a0sp_3_helping0_True_gamma0.95,3,18.0,6.0,408.0,22.666666666666668,111.33333333333333,1189.3333333333333,190.66666666666666,998.6666666666666,6.0,15.0
Thinpath_P06,11,bo,[coplay][flexible][thinpath]agent0_a0sp_3_helping0_False_gamma0.8,a0sp_3_helping0_False_gamma0.8,3,12.0,4.0,402.0,33.5,85.33333333333333,727.3333333333334,769.3333333333334,-42.0,5.0,7.0
Thinpath_P06,12,bo,[coplay][flexible][thinpath]agent0_a0sp_3_helping0_True_gamma0.8,a0sp_3_helping0_True_gamma0.8,3,15.0,5.0,410.0,27.333333333333332,106.66666666666667,966.6666666666666,133.33333333333334,833.3333333333334,13.0,7.0
Thinpath_P06,13,bo_replay_best,[coplay][flexible][thinpath]agent0_a0sp_0_helping0_False_gamma0.95,a0sp_0_helping0_False_gamma0.95,1,2.0,2.0,69.0,34.5,37.0,404.0,-9.0,413.0,17.0,3.0
Thinpath_P06,14,stress,[coplay][flexible][thinpath]agent0_a0sp_1_helping0_False_gamma0.9,a0sp_1_helping0_False_gamma0.9,3,14.0,4.666666666666667,485.0,34.642857142857146,109.0,849.3333333333334,701.6666666666666,147.66666666666666,16.0,6.0
Thinpath_P06,15,stress,[coplay][flexible][thinpath]agent0_a0sp_1_helping0_False_gamma0.8,a0sp_1_helping0_False_gamma0.8,3,15.0,5.0,448.0,29.866666666666667,134.0,886.6666666666666,164.0,722.6666666666666,15.0,8.0
Thinpath_P06,16,stress,[coplay][flexible][thinpath]agent0_a0sp_0_helping0_False_gamma0.9,a0sp_0_helping0_False_gamma0.9,3,14.0,4.666666666666667,421.0,30.071428571428573,122.66666666666667,847.0,96.33333333333333,750.6666666666666,6.0,8.0
Thinpath_P06,17,replay_optimal,[coplay][flexible][thinpath]agent0_a0sp_0_helping0_False_gamma0.95,a0sp_0_helping0_False_gamma0.95,3,13.0,4.333333333333333,405.0,31.153846153846153,94.66666666666667,743.6666666666666,618.3333333333334,125.33333333333333,7.0,13.0
