round,step,elapsed_sec,selected_agent,obs_1,obs_2,ai_macro_action,ai_macro_name,ai_primitive_action,human_action,human_action_label,reward,done,info
1,41,10.265,1,"[0.2, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.4, 1.0, 0.6, -0.2, 0.0, 0.0, 0.4, 0.0, 0.2, 0.4, 1.0, -0.2, 0.2, 0.0, 0.6, 0.0]","[0.2, 0.6, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.0, 1.0, 0.6, -0.4, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,0,RIGHT,-1.0,False,"{""cur_mac"": [0, 0], ""mac_done"": [true, true], ""collision"": []}"
1,42,10.516,1,"[0.2, 0.6, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.0, 1.0, 0.6, -0.4, 0.0, 0.0, 0.2, 0.0, 0.2, 0.0, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.0, 1.0, 0.6, -0.4, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,43,10.766,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.0, 1.0, 0.6, -0.4, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.4, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.2, 1.0, 0.6, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.2, 0.0, 0.6, 0.0]",6,deliver 1,2,4,STAY,-1.0,False,"{""cur_mac"": [2, 4], ""mac_done"": [true, true], ""collision"": []}"
1,44,11.017,1,"[0.2, 0.4, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.2, 1.0, 0.6, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.2, 0.0, 0.6, 0.0]","[0.2, 0.2, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.4, 1.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.4, 1.0, -0.2, 0.4, 0.0, 0.6, 0.2]",6,deliver 1,2,4,STAY,-1.0,False,"{""cur_mac"": [2, 4], ""mac_done"": [true, true], ""collision"": []}"
1,45,11.268,1,"[0.2, 0.2, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.2, 0.4, 1.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.4, 1.0, -0.2, 0.4, 0.0, 0.6, 0.2]","[0.4, 0.2, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.0, 0.4, 1.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 1.0, -0.4, 0.4, 0.0, 0.4, 0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,46,11.518,1,"[0.4, 0.2, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, 0.0, 0.4, 1.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 1.0, -0.4, 0.4, 0.0, 0.4, 0.2]","[0.6, 0.2, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.4, 0.0, 0.2, 0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,47,11.769,1,"[0.6, 0.2, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.4, 0.0, 0.2, 0.2]","[0.6, 0.4, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,48,12.019,1,"[0.6, 0.4, 1.0, 0.0, 1.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-51.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,49,12.269,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,50,12.52,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,51,12.769,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,52,13.02,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,53,13.272,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.2, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.2, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,0,RIGHT,-1.0,False,"{""cur_mac"": [1, 0], ""mac_done"": [true, true], ""collision"": []}"
1,54,13.522,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,55,13.772,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,56,14.023,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,57,14.272,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,58,14.523,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,3,UP,-1.0,False,"{""cur_mac"": [1, 3], ""mac_done"": [true, true], ""collision"": []}"
1,59,14.773,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",3,get plate 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,60,15.025,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.6, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",3,get plate 1,4,2,LEFT,-1.0,False,"{""cur_mac"": [4, 2], ""mac_done"": [true, true], ""collision"": []}"
1,61,15.274,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,2,LEFT,-1.0,False,"{""cur_mac"": [1, 2], ""mac_done"": [true, true], ""collision"": []}"
1,62,15.525,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,63,15.775,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,1,DOWN,-1.0,False,"{""cur_mac"": [1, 1], ""mac_done"": [true, true], ""collision"": []}"
1,64,16.026,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,65,16.276,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,1,DOWN,-1.0,False,"{""cur_mac"": [1, 1], ""mac_done"": [true, true], ""collision"": []}"
1,66,16.526,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,67,16.776,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.0, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,1,DOWN,-1.0,False,"{""cur_mac"": [1, 1], ""mac_done"": [true, true], ""collision"": []}"
1,68,17.027,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.0, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.0, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,69,17.277,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, 0.0, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,3,UP,-1.0,False,"{""cur_mac"": [1, 3], ""mac_done"": [true, true], ""collision"": []}"
1,70,17.527,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, -0.2, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.4, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",3,get plate 1,0,3,UP,-1.0,False,"{""cur_mac"": [0, 3], ""mac_done"": [true, true], ""collision"": []}"
1,71,17.779,1,"[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.4, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,3,0,RIGHT,-1.0,False,"{""cur_mac"": [3, 0], ""mac_done"": [true, true], ""collision"": []}"
1,72,18.029,1,"[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,73,18.28,1,"[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,74,18.53,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,75,18.78,1,"[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,76,19.03,1,"[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,2,4,STAY,-1.0,False,"{""cur_mac"": [2, 4], ""mac_done"": [true, true], ""collision"": []}"
1,77,19.282,1,"[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-51.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,78,19.531,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",3,get plate 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,79,19.782,1,"[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,80,20.033,1,"[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,81,20.283,1,"[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
