Round,Timestamp,Score,Human_Steps,AI_X,AI_Y,Human_X,Human_Y,Action_Human
1,15.041,2,24,1,3,1,1,STAY
1,15.242,2,24,1,3,1,1,STAY
1,15.443,2,25,1,3,1,1,RIGHT
1,15.645,2,25,1,3,1,2,STAY
1,15.845,2,26,2,3,1,2,DOWN
1,16.044,2,26,3,3,1,2,STAY
1,16.244,2,27,3,2,1,2,RIGHT
1,16.445,3,27,3,2,1,3,STAY
1,16.646,3,28,3,1,1,3,UP
1,16.847,3,29,3,1,1,3,UP
1,17.047,3,29,2,1,1,3,STAY
1,17.246,3,29,2,1,1,3,STAY
1,17.446,3,30,2,1,1,3,RIGHT
1,17.648,3,31,3,1,1,3,UP
1,17.847,3,31,3,1,1,3,STAY
1,18.047,3,32,3,1,1,3,DOWN
1,18.248,3,32,2,1,2,3,STAY
1,18.448,3,33,1,1,2,3,LEFT
1,18.648,4,33,1,1,2,3,STAY
1,18.849,4,34,1,1,2,3,DOWN
1,19.050,4,34,1,1,3,3,STAY
1,19.250,4,34,1,1,3,3,STAY
1,19.450,4,35,1,2,3,3,LEFT
1,19.651,4,35,1,3,3,2,STAY
1,19.851,4,36,1,3,3,2,LEFT
1,20.052,4,36,1,3,3,1,STAY
1,20.252,4,36,1,3,3,1,STAY
1,20.453,4,36,2,3,3,1,STAY
1,20.653,4,36,3,3,3,1,STAY
1,20.855,4,36,3,2,3,1,STAY
1,21.055,4,36,3,2,3,1,STAY
1,21.256,4,37,3,2,3,1,LEFT
1,21.458,4,37,3,2,3,1,STAY
1,21.657,4,38,3,2,3,1,UP
1,21.858,4,38,3,2,2,1,STAY
1,22.059,4,38,3,2,2,1,STAY
1,22.260,4,38,3,2,2,1,STAY
1,22.461,4,39,3,2,2,1,UP
1,22.660,4,39,3,2,1,1,STAY
1,22.861,4,40,3,2,1,1,RIGHT
1,23.061,4,40,3,2,1,2,STAY
1,23.261,4,41,3,2,1,2,RIGHT
1,23.461,4,41,3,2,1,3,STAY
1,23.664,4,42,3,2,1,3,UP
1,23.864,4,42,3,2,1,3,STAY
1,24.064,4,43,3,3,1,3,UP
1,24.264,4,43,2,3,1,3,STAY
1,24.465,4,43,2,3,1,3,STAY
1,24.665,4,43,2,3,1,3,STAY
1,24.865,4,43,2,3,1,3,STAY
1,25.066,4,44,2,3,1,3,LEFT
1,25.267,4,44,2,3,1,2,STAY
1,25.466,4,44,2,3,1,2,STAY
1,25.667,4,44,1,3,1,2,STAY
1,25.867,4,44,1,3,1,2,STAY
1,26.068,4,44,2,3,1,2,STAY
1,26.268,4,44,3,3,1,2,STAY
1,26.468,4,44,3,2,1,2,STAY
1,26.668,5,44,3,2,1,2,STAY
1,26.869,5,44,3,1,1,2,STAY
1,27.070,5,44,3,1,1,2,STAY
1,27.271,5,44,3,2,1,2,STAY
1,27.471,5,45,3,3,1,2,LEFT
1,27.671,5,45,2,3,1,1,STAY
1,27.872,5,45,1,3,1,1,STAY
1,28.073,5,45,1,3,1,1,STAY
1,28.274,5,46,1,3,1,1,DOWN
1,28.473,5,46,1,3,2,1,STAY
1,28.674,5,47,1,3,2,1,DOWN
1,28.875,5,48,2,3,3,1,DOWN
1,29.076,5,48,3,3,3,1,STAY
1,29.276,5,49,3,2,3,1,UP
1,29.477,6,49,3,2,2,1,STAY
1,29.678,6,50,3,1,2,1,RIGHT
1,29.878,6,50,3,1,2,1,STAY
1,30.078,6,50,3,2,2,1,STAY
1,30.279,6,50,3,3,2,1,STAY
1,30.479,6,50,2,3,2,1,STAY
1,30.680,6,50,1,3,2,1,STAY
1,30.881,6,50,1,3,2,1,STAY
1,31.080,6,51,1,3,2,1,DOWN
1,31.281,6,51,1,3,3,1,STAY
1,31.482,6,51,1,3,3,1,STAY
1,31.682,6,51,1,3,3,1,STAY
1,31.883,6,51,2,3,3,1,STAY
1,32.084,6,51,3,3,3,1,STAY
1,32.285,6,51,3,2,3,1,STAY
1,32.485,7,51,3,2,3,1,STAY
1,32.684,7,52,3,2,3,1,LEFT
1,32.886,7,52,3,2,3,1,STAY
1,33.086,7,53,3,3,3,1,UP
1,33.287,7,53,2,3,2,1,STAY
1,33.488,7,54,1,3,2,1,UP
1,33.687,7,54,1,3,1,1,STAY
1,33.888,7,55,1,3,1,1,RIGHT
1,34.089,7,55,1,3,1,2,STAY
1,34.288,7,56,1,3,1,2,UP
1,34.489,7,56,1,3,1,2,STAY
1,34.690,7,56,1,3,1,2,STAY
1,34.890,7,57,1,3,1,2,LEFT
1,35.090,7,57,1,2,1,1,STAY
1,35.290,7,58,1,2,1,1,DOWN
1,35.491,7,58,1,2,2,1,STAY
1,35.692,7,58,1,2,2,1,STAY
1,35.894,7,59,1,2,2,1,DOWN
1,36.093,7,59,1,3,3,1,STAY
1,36.293,7,59,1,3,3,1,STAY
1,36.494,7,59,1,3,3,1,STAY
1,36.694,7,59,1,3,3,1,STAY
1,36.896,7,59,1,3,3,1,STAY
1,37.096,7,59,2,3,3,1,STAY
1,37.296,7,59,3,3,3,1,STAY
1,37.497,7,59,3,2,3,1,STAY
1,37.696,8,59,3,2,3,1,STAY
1,37.897,8,60,3,2,3,1,LEFT
1,38.098,8,60,3,2,3,1,STAY
1,38.299,8,61,3,2,3,1,UP
1,38.499,8,61,3,2,2,1,STAY
1,38.699,8,61,3,2,2,1,STAY
1,38.900,8,61,3,2,2,1,STAY
1,39.100,8,62,3,2,2,1,RIGHT
1,39.301,8,62,3,2,2,1,STAY
1,39.501,8,62,3,2,2,1,STAY
1,39.702,8,63,3,2,2,1,UP
1,39.903,8,63,3,2,1,1,STAY
1,40.104,8,64,3,2,1,1,UP
1,40.304,8,65,3,2,1,1,RIGHT
1,40.504,8,65,3,1,1,2,STAY
1,40.704,8,65,2,1,1,2,STAY
1,40.905,8,65,1,1,1,2,STAY
1,41.105,8,66,1,1,1,2,RIGHT
1,41.306,8,66,1,2,1,3,STAY
1,41.506,8,66,1,2,1,3,STAY
1,41.707,8,67,1,2,1,3,DOWN
1,41.907,8,67,1,2,2,3,STAY
1,42.108,8,68,1,3,2,3,DOWN
1,42.308,8,68,1,3,3,3,STAY
1,42.510,8,68,1,3,3,3,STAY
1,42.710,8,68,1,3,3,3,STAY
1,42.910,8,69,1,3,3,3,LEFT
1,43.111,8,69,2,3,3,2,STAY
1,43.312,8,70,3,3,3,2,LEFT
1,43.512,8,70,3,2,3,1,STAY
1,43.712,9,70,3,2,3,1,STAY
1,43.913,9,71,3,2,3,1,LEFT
1,44.114,9,71,3,2,3,1,STAY
1,44.315,9,71,3,2,3,1,STAY
1,44.515,9,72,3,2,3,1,UP
1,44.715,9,72,3,2,2,1,STAY
1,44.916,9,73,3,2,2,1,UP
2,0.200,0,0,1,3,3,1,STAY
2,0.400,0,0,1,3,3,1,STAY
2,0.600,0,1,1,3,3,1,LEFT
2,0.801,0,1,2,3,3,1,STAY
2,1.001,0,2,2,3,3,1,UP
2,1.202,0,3,2,3,2,1,RIGHT
2,1.402,0,3,2,3,2,1,STAY
2,1.605,0,4,2,3,2,1,DOWN
2,1.804,0,4,2,3,3,1,STAY
2,2.004,0,5,1,3,3,1,DOWN
2,2.205,0,5,1,3,3,1,STAY
2,2.405,0,6,1,3,3,1,RIGHT
2,2.606,0,6,1,3,3,2,STAY
2,2.806,0,7,1,3,3,2,RIGHT
2,3.007,0,8,1,3,3,3,RIGHT
2,3.207,0,8,2,3,3,3,STAY
2,3.408,0,9,2,3,3,3,LEFT
2,3.608,0,9,3,3,3,2,STAY
2,3.808,0,10,3,3,3,2,LEFT
2,4.009,0,10,3,2,3,1,STAY
2,4.210,1,10,3,2,3,1,STAY
2,4.410,1,10,3,2,3,1,STAY
2,4.611,1,11,3,2,3,1,LEFT
2,4.811,1,11,3,2,3,1,STAY
2,5.011,1,12,3,2,3,1,UP
2,5.212,1,12,3,3,2,1,STAY
2,5.411,1,12,2,3,2,1,STAY
2,5.612,1,13,1,3,2,1,RIGHT
2,5.813,1,13,1,3,2,1,STAY
2,6.014,1,13,1,3,2,1,STAY
2,6.215,1,14,1,3,2,1,DOWN
2,6.414,1,14,1,3,3,1,STAY
2,6.615,1,14,1,3,3,1,STAY
2,6.816,1,14,1,3,3,1,STAY
2,7.016,1,14,2,3,3,1,STAY
2,7.217,1,14,2,3,3,1,STAY
2,7.418,1,14,1,3,3,1,STAY
2,7.619,1,14,1,3,3,1,STAY
2,7.819,1,14,1,3,3,1,STAY
2,8.020,1,14,1,3,3,1,STAY
2,8.220,1,14,1,3,3,1,STAY
2,8.421,1,14,1,3,3,1,STAY
2,8.621,1,14,2,3,3,1,STAY
2,8.821,1,14,3,3,3,1,STAY
2,9.022,1,14,3,2,3,1,STAY
2,9.223,2,14,3,2,3,1,STAY
2,9.423,2,15,3,2,3,1,LEFT
2,9.624,2,15,3,2,3,1,STAY
2,9.824,2,16,3,2,3,1,UP
2,10.025,2,16,3,2,2,1,STAY
2,10.226,2,16,3,2,2,1,STAY
2,10.426,2,17,3,2,2,1,RIGHT
2,10.626,2,17,3,2,2,1,STAY
2,10.826,2,18,3,2,2,1,DOWN
2,11.026,2,18,3,2,3,1,STAY
2,11.227,2,18,3,3,3,1,STAY
2,11.427,2,18,2,3,3,1,STAY
2,11.628,2,18,1,3,3,1,STAY
2,11.829,2,18,1,3,3,1,STAY
2,12.029,2,18,1,3,3,1,STAY
2,12.229,2,18,1,3,3,1,STAY
2,12.430,2,18,1,3,3,1,STAY
2,12.631,2,18,1,3,3,1,STAY
2,12.832,2,18,2,3,3,1,STAY
2,13.033,2,18,3,3,3,1,STAY
2,13.233,2,18,3,2,3,1,STAY
2,13.433,3,19,3,2,3,1,LEFT
2,13.634,3,19,3,3,3,1,STAY
2,13.835,3,20,2,3,3,1,UP
2,14.036,3,20,1,3,2,1,STAY
2,14.237,3,21,1,3,2,1,RIGHT
2,14.437,3,21,1,3,2,1,STAY
2,14.637,3,21,2,3,2,1,STAY
2,14.837,3,21,2,3,2,1,STAY
2,15.038,3,21,1,3,2,1,STAY
2,15.238,3,21,1,3,2,1,STAY
2,15.439,3,21,1,3,2,1,STAY
2,15.640,3,21,1,3,2,1,STAY
2,15.841,3,21,1,3,2,1,STAY
2,16.042,3,21,1,3,2,1,STAY
2,16.242,3,21,2,3,2,1,STAY
2,16.442,3,21,3,3,2,1,STAY
2,16.644,3,21,3,2,2,1,STAY
2,16.844,4,21,3,2,2,1,STAY
2,17.044,4,21,3,1,2,1,STAY
2,17.244,4,21,3,1,2,1,STAY
2,17.445,4,21,3,1,2,1,STAY
2,17.646,4,21,3,1,2,1,STAY
2,17.846,4,21,3,1,2,1,STAY
2,18.047,4,21,3,1,2,1,STAY
2,18.247,4,21,3,2,2,1,STAY
2,18.448,4,21,3,3,2,1,STAY
2,18.649,4,21,2,3,2,1,STAY
2,18.850,4,21,1,3,2,1,STAY
2,19.050,4,21,1,3,2,1,STAY
2,19.251,4,21,1,3,2,1,STAY
2,19.452,4,21,1,3,2,1,STAY
2,19.654,4,22,1,2,2,1,UP
2,19.853,4,22,1,3,1,1,STAY
2,20.054,4,22,1,3,1,1,STAY
2,20.253,4,22,2,3,1,1,STAY
2,20.454,4,22,3,3,1,1,STAY
2,20.654,4,23,3,2,1,1,RIGHT
2,20.855,5,23,3,2,1,2,STAY
2,21.056,5,24,3,1,1,2,RIGHT
2,21.256,5,24,3,1,1,3,STAY
2,21.456,5,24,2,1,1,3,STAY
2,21.657,5,25,1,1,1,3,DOWN
2,21.857,5,25,1,2,2,3,STAY
2,22.058,5,26,1,3,2,3,DOWN
2,22.259,5,26,1,3,3,3,STAY
2,22.460,5,26,1,3,3,3,STAY
2,22.659,5,27,1,3,3,3,RIGHT
2,22.860,5,27,1,3,3,3,STAY
2,23.060,5,27,1,3,3,3,STAY
2,23.261,5,27,2,3,3,3,STAY
2,23.462,5,28,2,3,3,3,LEFT
2,23.663,5,28,3,3,3,2,STAY
2,23.864,5,28,3,3,3,2,STAY
2,24.064,5,29,3,3,3,2,LEFT
2,24.265,5,29,3,2,3,1,STAY
2,24.465,6,29,3,2,3,1,STAY
2,24.666,6,29,3,2,3,1,STAY
2,24.866,6,30,3,3,3,1,UP
2,25.066,6,30,2,3,2,1,STAY
2,25.268,6,31,1,3,2,1,RIGHT
2,25.468,6,32,1,3,2,1,DOWN
2,25.668,6,32,1,3,3,1,STAY
2,25.869,6,33,2,3,3,1,LEFT
2,26.068,6,33,3,3,3,1,STAY
2,26.269,6,33,3,3,3,1,STAY
2,26.469,6,34,3,3,3,1,UP
2,26.670,6,34,3,3,2,1,STAY
2,26.870,6,35,3,3,2,1,UP
2,27.072,6,35,3,3,1,1,STAY
2,27.272,6,36,3,3,1,1,RIGHT
2,27.474,6,36,3,3,1,2,STAY
2,27.673,6,37,3,3,1,2,RIGHT
2,27.874,6,37,3,3,1,3,STAY
2,28.075,6,38,3,3,1,3,UP
2,28.275,6,39,3,3,1,3,UP
2,28.476,6,39,2,3,1,3,STAY
2,28.676,6,39,2,3,1,3,STAY
2,28.878,6,40,2,3,1,3,RIGHT
2,29.077,6,41,2,3,1,3,UP
2,29.279,6,41,2,3,1,3,STAY
2,29.480,6,41,3,3,1,3,STAY
2,29.679,6,41,3,2,1,3,STAY
2,29.879,6,42,3,2,1,3,LEFT
2,30.080,6,43,3,2,1,2,DOWN
2,30.280,6,43,3,2,1,2,STAY
2,30.481,6,43,3,2,1,2,STAY
2,30.682,6,43,3,2,1,2,STAY
2,30.883,6,44,3,2,1,2,LEFT
2,31.084,6,45,3,2,1,1,DOWN
2,31.284,6,46,3,2,2,1,DOWN
2,31.484,6,46,3,2,3,1,STAY
2,31.685,6,46,3,2,3,1,STAY
2,31.886,6,46,3,2,3,1,STAY
2,32.087,6,46,3,2,3,1,STAY
2,32.287,6,46,3,2,3,1,STAY
2,32.488,6,46,3,2,3,1,STAY
2,32.688,6,47,3,2,3,1,DOWN
2,32.888,7,47,3,2,3,1,STAY
2,33.089,7,47,3,2,3,1,STAY
2,33.289,7,48,3,2,3,1,UP
2,33.490,7,48,3,2,2,1,STAY
2,33.691,7,49,3,2,2,1,RIGHT
2,33.892,7,49,3,2,2,1,STAY
2,34.093,7,50,3,2,2,1,UP
2,34.295,7,50,3,2,1,1,STAY
2,34.494,7,51,3,2,1,1,RIGHT
2,34.695,7,52,3,2,1,2,RIGHT
2,34.896,7,52,3,2,1,3,STAY
2,35.096,7,53,3,2,1,3,UP
2,35.297,7,53,3,2,1,3,STAY
2,35.499,7,54,3,2,1,3,UP
2,35.698,7,54,3,2,1,3,STAY
2,35.899,7,55,3,2,1,3,DOWN
2,36.099,7,55,3,2,2,3,STAY
2,36.300,7,56,3,2,2,3,RIGHT
2,36.501,7,56,3,2,2,3,STAY
2,36.701,7,57,3,1,2,3,UP
2,36.901,7,57,3,1,1,3,STAY
2,37.102,7,58,3,1,1,3,UP
2,37.302,7,58,3,1,1,3,STAY
2,37.503,7,59,3,2,1,3,DOWN
2,37.704,8,59,3,2,2,3,STAY
2,37.906,8,59,3,3,2,3,STAY
2,38.105,8,59,3,3,2,3,STAY
2,38.306,8,60,3,3,2,3,LEFT
2,38.506,9,60,3,3,2,3,STAY
2,38.707,9,61,3,3,2,3,UP
2,38.908,9,61,2,3,1,3,STAY
2,39.109,9,61,2,3,1,3,STAY
2,39.310,9,61,2,3,1,3,STAY
2,39.510,9,61,3,3,1,3,STAY
2,39.711,9,61,3,2,1,3,STAY
2,39.912,9,61,3,1,1,3,STAY
2,40.114,9,61,3,1,1,3,STAY
2,40.314,9,61,2,1,1,3,STAY
2,40.514,9,61,1,1,1,3,STAY
2,40.714,9,61,1,2,1,3,STAY
2,40.914,9,62,1,2,1,3,DOWN
2,41.114,9,62,1,3,2,3,STAY
2,41.315,9,63,1,3,2,3,DOWN
2,41.516,9,63,1,3,3,3,STAY
2,41.716,9,64,1,3,3,3,LEFT
2,41.918,9,64,1,3,3,2,STAY
2,42.118,9,65,1,3,3,2,UP
2,42.318,9,65,1,3,3,2,STAY
2,42.519,9,66,1,3,3,2,DOWN
2,42.720,10,66,1,3,3,2,STAY
2,42.921,10,67,2,3,3,2,LEFT
2,43.121,10,67,3,3,3,1,STAY
2,43.321,10,68,3,2,3,1,DOWN
2,43.522,11,68,3,2,3,1,STAY
2,43.723,11,68,3,2,3,1,STAY
2,43.924,11,68,3,2,3,1,STAY
2,44.123,11,69,3,2,3,1,UP
2,44.324,11,69,3,1,2,1,STAY
2,44.525,11,69,3,1,2,1,STAY
2,44.724,11,69,3,1,2,1,STAY
2,44.925,11,69,3,2,2,1,STAY
3,0.200,0,0,1,3,3,1,STAY
3,0.400,0,0,1,3,3,1,STAY
3,0.601,0,0,1,3,3,1,STAY
3,0.800,0,0,2,3,3,1,STAY
3,1.000,0,0,3,3,3,1,STAY
3,1.200,0,0,3,2,3,1,STAY
3,1.402,0,1,3,2,3,1,UP
3,1.601,0,1,3,2,2,1,STAY
3,1.802,0,2,3,1,2,1,UP
3,2.003,0,2,3,1,1,1,STAY
3,2.205,0,2,3,2,1,1,STAY
3,2.405,0,2,3,3,1,1,STAY
3,2.605,0,3,2,3,1,1,DOWN
3,2.805,0,4,1,3,2,1,DOWN
3,3.007,0,4,1,3,3,1,STAY
3,3.207,0,5,1,3,3,1,DOWN
3,3.408,0,5,1,3,3,1,STAY
3,3.608,0,6,1,3,3,1,UP
3,3.809,0,6,1,3,2,1,STAY
3,4.009,0,7,2,3,2,1,UP
3,4.209,0,7,3,3,1,1,STAY
3,4.410,0,8,3,2,1,1,RIGHT
3,4.611,1,9,3,2,1,2,RIGHT
3,4.812,1,9,3,1,1,3,STAY
3,5.013,1,10,3,1,1,3,UP
3,5.213,1,11,2,1,1,3,UP
3,5.413,1,12,1,1,1,3,UP
3,5.613,1,12,1,2,1,3,STAY
3,5.814,1,12,1,2,1,3,STAY
3,6.014,1,13,1,2,1,3,RIGHT
3,6.215,1,13,1,2,1,3,STAY
3,6.415,1,14,1,2,1,3,DOWN
3,6.615,1,14,1,2,2,3,STAY
3,6.816,1,14,1,2,2,3,STAY
3,7.016,1,15,1,1,2,3,DOWN
3,7.217,1,15,1,1,3,3,STAY
3,7.417,1,16,1,1,3,3,LEFT
3,7.618,1,16,1,1,3,2,STAY
3,7.820,1,17,1,1,3,2,LEFT
3,8.020,1,17,1,2,3,1,STAY
3,8.220,1,17,1,3,3,1,STAY
3,8.422,1,17,1,3,3,1,STAY
3,8.622,1,17,1,3,3,1,STAY
3,8.823,1,17,1,3,3,1,STAY
3,9.024,1,17,1,3,3,1,STAY
3,9.224,1,17,1,3,3,1,STAY
3,9.424,1,17,1,3,3,1,STAY
3,9.624,1,17,1,3,3,1,STAY
3,9.825,1,17,1,3,3,1,STAY
3,10.025,1,17,1,3,3,1,STAY
3,10.227,1,17,1,3,3,1,STAY
3,10.428,1,17,1,3,3,1,STAY
3,10.627,1,17,1,3,3,1,STAY
3,10.828,1,17,1,3,3,1,STAY
3,11.028,1,18,1,3,3,1,UP
3,11.228,1,18,1,3,2,1,STAY
3,11.429,1,18,2,3,2,1,STAY
3,11.629,1,19,3,3,2,1,RIGHT
3,11.829,1,19,3,2,2,1,STAY
3,12.030,2,20,3,2,2,1,RIGHT
3,12.231,2,20,3,3,2,1,STAY
3,12.433,2,20,2,3,2,1,STAY
3,12.632,2,20,1,3,2,1,STAY
3,12.832,2,20,1,3,2,1,STAY
3,13.033,2,21,1,3,2,1,DOWN
3,13.234,2,22,1,3,3,1,DOWN
3,13.434,2,22,2,3,3,1,STAY
3,13.635,2,22,3,3,3,1,STAY
3,13.837,2,23,3,2,3,1,UP
3,14.037,3,23,3,2,2,1,STAY
3,14.237,3,24,3,1,2,1,RIGHT
3,14.438,3,24,3,1,2,1,STAY
3,14.638,3,24,3,1,2,1,STAY
3,14.838,3,24,3,2,2,1,STAY
3,15.039,3,25,3,3,2,1,DOWN
3,15.240,3,25,2,3,3,1,STAY
3,15.440,3,25,1,3,3,1,STAY
3,15.641,3,25,1,3,3,1,STAY
3,15.841,3,25,1,3,3,1,STAY
3,16.041,3,25,1,3,3,1,STAY
3,16.243,3,25,1,3,3,1,STAY
3,16.442,3,25,2,3,3,1,STAY
3,16.643,3,26,3,3,3,1,LEFT
3,16.844,3,26,3,2,3,1,STAY
3,17.044,4,26,3,2,3,1,STAY
3,17.245,4,27,3,2,3,1,LEFT
3,17.446,4,27,3,2,3,1,STAY
3,17.646,4,28,3,2,3,1,UP
3,17.847,4,29,3,2,2,1,UP
3,18.047,4,29,3,3,1,1,STAY
3,18.248,4,30,2,3,1,1,RIGHT
3,18.448,4,30,1,3,1,2,STAY
3,18.649,4,30,1,3,1,2,STAY
3,18.849,4,31,1,3,1,2,UP
3,19.051,4,31,1,3,1,2,STAY
3,19.250,4,31,1,3,1,2,STAY
3,19.450,4,32,1,3,1,2,LEFT
3,19.650,4,33,1,3,1,1,DOWN
3,19.851,4,33,1,2,2,1,STAY
3,20.053,4,34,1,2,2,1,DOWN
3,20.253,4,34,1,3,3,1,STAY
3,20.453,4,34,1,3,3,1,STAY
3,20.655,4,34,1,3,3,1,STAY
3,20.854,4,34,1,3,3,1,STAY
3,21.055,4,34,1,3,3,1,STAY
3,21.255,4,34,2,3,3,1,STAY
3,21.455,4,34,3,3,3,1,STAY
3,21.656,4,34,3,2,3,1,STAY
3,21.857,5,34,3,2,3,1,STAY
3,22.057,5,35,3,2,3,1,LEFT
3,22.258,5,35,3,2,3,1,STAY
3,22.459,5,36,3,2,3,1,UP
3,22.660,5,36,3,2,2,1,STAY
3,22.861,5,36,3,2,2,1,STAY
3,23.062,5,37,3,2,2,1,UP
3,23.262,5,37,3,2,1,1,STAY
3,23.462,5,38,3,2,1,1,RIGHT
3,23.662,5,39,3,2,1,2,UP
3,23.862,5,39,3,2,1,2,STAY
3,24.063,5,39,3,1,1,2,STAY
3,24.263,5,40,2,1,1,2,LEFT
3,24.464,5,40,1,1,1,2,STAY
3,24.664,5,40,1,1,1,2,STAY
3,24.865,5,40,1,1,1,2,STAY
3,25.066,5,41,1,1,1,2,DOWN
3,25.266,5,42,1,1,1,2,RIGHT
3,25.467,5,42,1,2,1,3,STAY
3,25.667,5,43,1,2,1,3,UP
3,25.867,5,43,1,2,1,3,STAY
3,26.068,5,44,1,2,1,3,UP
3,26.268,5,44,1,2,1,3,STAY
3,26.468,5,44,1,2,1,3,STAY
3,26.669,5,44,1,2,1,3,STAY
3,26.870,5,45,1,2,1,3,RIGHT
3,27.071,5,46,1,2,1,3,UP
3,27.271,5,47,1,2,1,3,DOWN
3,27.472,5,47,1,2,2,3,STAY
3,27.672,5,47,1,2,2,3,STAY
3,27.873,5,48,1,3,2,3,DOWN
3,28.073,5,48,1,3,3,3,STAY
3,28.273,5,49,1,3,3,3,LEFT
3,28.474,5,50,1,3,3,2,DOWN
3,28.675,6,50,1,3,3,2,STAY
3,28.875,6,50,1,3,3,2,STAY
3,29.076,6,51,1,3,3,2,LEFT
3,29.276,6,51,2,3,3,1,STAY
3,29.478,6,51,3,3,3,1,STAY
3,29.677,6,51,3,2,3,1,STAY
3,29.878,7,52,3,2,3,1,DOWN
3,30.079,7,53,3,3,3,1,UP
3,30.280,7,53,2,3,2,1,STAY
3,30.480,7,54,1,3,2,1,RIGHT
3,30.681,7,54,1,3,2,1,STAY
3,30.882,7,55,2,3,2,1,DOWN
3,31.082,7,55,3,3,3,1,STAY
3,31.282,7,56,3,2,3,1,LEFT
3,31.482,7,56,3,2,3,1,STAY
3,31.683,7,57,3,2,3,1,UP
3,31.883,7,58,3,2,2,1,UP
3,32.084,7,58,3,2,1,1,STAY
3,32.284,7,59,3,2,1,1,RIGHT
3,32.485,7,60,3,2,1,2,RIGHT
3,32.685,7,60,3,2,1,3,STAY
3,32.885,7,61,3,2,1,3,UP
3,33.087,7,62,3,3,1,3,UP
3,33.288,7,62,2,3,1,3,STAY
3,33.487,7,63,2,3,1,3,RIGHT
3,33.688,7,64,2,3,1,3,UP
3,33.889,7,64,2,3,1,3,STAY
3,34.090,7,64,3,3,1,3,STAY
3,34.290,7,65,3,2,1,3,DOWN
3,34.491,7,65,3,2,2,3,STAY
3,34.691,7,66,3,2,2,3,DOWN
3,34.891,7,66,3,2,3,3,STAY
3,35.092,7,67,3,2,3,3,DOWN
3,35.293,8,67,3,2,3,3,STAY
3,35.493,8,68,3,2,3,3,UP
3,35.693,8,69,3,2,2,3,LEFT
